word,difficulty,trickiness,band,band_label,aoa,syllables,letters,phonemes,freq_pm,pct_known,pos,patterns
transcontinental,10,7,5,Grades 7-8,12.0,5,16,16,0.31,1.0,Adjective,sc
unsubstantiated,10,6,5,Grades 7-8,12.53,6,15,15,0.31,0.94,Adjective,
miscommunication,10,10,5,Grades 7-8,11.58,6,16,15,0.29,1.0,Noun,double-letter|sc|-tion
rationalization,10,10,5,Grades 7-8,12.22,6,15,13,0.29,1.0,Noun,-tion
unsophisticated,10,8,5,Grades 7-8,12.56,6,15,14,0.29,1.0,Adjective,
authentication,10,10,5,Grades 7-8,12.56,5,14,11,0.27,1.0,Noun,-tion
counterproductive,10,10,5,Grades 7-8,11.7,5,17,14,0.27,1.0,Adjective,
indistinguishable,10,10,5,Grades 7-8,12.21,6,17,16,0.27,1.0,Adjective,-able
meteorological,10,6,5,Grades 7-8,12.33,7,14,14,0.27,0.95,Adjective,
traditionalist,10,7,5,Grades 7-8,12.5,5,14,13,0.27,0.95,Noun,
environmentalist,10,6,5,Grades 7-8,12.89,6,16,16,0.25,1.0,Noun,
individualism,10,6,5,Grades 7-8,12.74,7,13,14,0.25,1.0,Noun,
naturalization,10,10,5,Grades 7-8,11.71,6,14,12,0.25,0.95,Noun,-tion
synchronization,10,10,5,Grades 7-8,12.74,5,15,13,0.25,0.95,Noun,-tion
antihistamine,10,7,5,Grades 7-8,12.93,5,13,12,0.24,0.78,Noun,
disinformation,10,10,5,Grades 7-8,12.82,5,14,12,0.24,0.89,Noun,-tion
oceanographic,10,9,5,Grades 7-8,12.83,5,13,11,0.24,1.0,Adjective,
predisposition,10,9,5,Grades 7-8,12.79,5,14,13,0.24,1.0,Noun,-tion
incorruptible,10,10,5,Grades 7-8,12.9,5,13,12,0.22,1.0,Adjective,double-letter|-ible
biodegradable,10,8,5,Grades 7-8,12.33,6,13,13,0.2,0.95,Adjective,-able
disciplinarian,10,9,5,Grades 7-8,12.71,6,14,13,0.2,0.89,Noun,sc
electrostatic,10,5,5,Grades 7-8,12.78,5,13,13,0.2,1.0,Adjective,
redistribution,10,7,5,Grades 7-8,12.47,5,14,14,0.2,1.0,Noun,-tion
socialization,10,10,5,Grades 7-8,12.83,5,13,11,0.2,1.0,Noun,-tion
stereotypical,10,5,5,Grades 7-8,12.67,6,13,13,0.2,0.95,Adjective,
generalization,10,10,5,Grades 7-8,11.95,6,14,12,0.18,0.9,Noun,-tion
overeducated,10,7,5,Grades 7-8,12.79,6,12,11,0.18,1.0,Adjective,
unpredictability,10,6,5,Grades 7-8,12.14,7,16,16,0.18,1.0,Noun,
appropriation,10,10,5,Grades 7-8,12.94,5,13,11,0.16,0.89,Noun,double-letter|-tion
counterespionage,10,10,5,Grades 7-8,12.79,6,16,13,0.16,0.78,Verb,
discriminatory,10,8,5,Grades 7-8,12.68,6,14,14,0.16,1.0,Adjective,sc
improbability,10,5,5,Grades 7-8,12.67,6,13,13,0.16,1.0,Noun,
irresponsibility,10,10,5,Grades 7-8,11.32,7,16,15,0.16,1.0,Noun,double-letter
misapprehension,10,10,5,Grades 7-8,11.93,5,15,13,0.16,0.78,Noun,double-letter|-sion
beautification,10,8,5,Grades 7-8,11.2,7,14,14,0.14,1.0,Noun,-tion
characterization,10,10,5,Grades 7-8,11.16,6,16,13,0.14,1.0,Noun,-tion
crystallization,10,10,5,Grades 7-8,12.0,5,15,13,0.14,1.0,Noun,double-letter|-tion
incompatibility,10,6,5,Grades 7-8,12.16,7,15,15,0.14,1.0,Noun,
microorganism,10,8,5,Grades 7-8,12.17,6,13,14,0.14,1.0,Noun,double-letter
unimpeachable,10,10,5,Grades 7-8,12.68,5,13,11,0.14,0.9,Adjective,-able
arachnophobia,10,9,5,Grades 7-8,12.35,6,13,11,0.12,0.95,Noun,
cannibalistic,10,9,5,Grades 7-8,12.63,5,13,12,0.12,1.0,Adjective,double-letter
constitutionality,10,8,5,Grades 7-8,12.0,7,17,16,0.12,0.95,Noun,
directionality,10,8,5,Grades 7-8,12.88,6,14,13,0.12,0.85,Noun,
disorganization,10,9,5,Grades 7-8,11.11,6,15,14,0.12,1.0,Noun,-tion
impartiality,10,5,5,Grades 7-8,12.83,6,12,12,0.12,1.0,Noun,
intercontinental,10,8,5,Grades 7-8,11.94,6,16,15,0.12,0.95,Adjective,
maneuverability,10,9,5,Grades 7-8,11.22,7,15,13,0.12,1.0,Noun,
photoelectric,10,7,5,Grades 7-8,12.87,5,13,12,0.12,0.79,Adjective,
antipersonnel,10,10,5,Grades 7-8,12.95,5,13,11,0.1,1.0,Verb,double-letter
artificiality,10,6,5,Grades 7-8,11.84,7,13,13,0.1,1.0,Noun,
capitulation,10,8,5,Grades 7-8,12.93,5,12,11,0.1,0.7,Noun,-tion
conglomeration,10,10,5,Grades 7-8,12.94,5,14,12,0.1,1.0,Noun,-tion
congratulatory,10,5,5,Grades 7-8,11.67,6,14,14,0.1,0.95,Adjective,
desirability,10,5,5,Grades 7-8,12.1,6,12,12,0.1,0.95,Noun,
electromagnet,10,8,5,Grades 7-8,12.94,5,13,13,0.1,1.0,Noun,gn
fortification,10,9,5,Grades 7-8,12.67,5,13,12,0.1,1.0,Noun,-tion
indecipherable,10,10,5,Grades 7-8,12.89,6,14,12,0.1,1.0,Adjective,-able
mononucleosis,10,5,5,Grades 7-8,12.94,6,13,13,0.1,0.94,Noun,
multidimensional,10,8,5,Grades 7-8,12.83,6,16,15,0.1,0.95,Adjective,
ophthalmology,10,10,5,Grades 7-8,12.41,5,13,10,0.1,0.85,Noun,
photojournalist,10,10,5,Grades 7-8,12.63,5,15,12,0.1,1.0,Noun,
predictability,10,5,5,Grades 7-8,12.06,6,14,14,0.1,1.0,Noun,
reciprocation,10,9,5,Grades 7-8,12.65,5,13,12,0.1,1.0,Noun,-tion
reevaluation,10,9,5,Grades 7-8,12.17,6,12,12,0.1,1.0,Noun,double-letter|-tion
regimentation,10,9,5,Grades 7-8,12.94,5,13,12,0.1,0.95,Noun,-tion
unanticipated,10,5,5,Grades 7-8,12.28,6,13,13,0.1,1.0,Adjective,
uncharacteristic,10,9,5,Grades 7-8,11.16,6,16,14,0.1,1.0,Adjective,
uncommunicative,10,10,5,Grades 7-8,12.16,6,15,14,0.1,1.0,Adjective,double-letter
antigovernment,10,9,5,Grades 7-8,12.35,5,14,12,0.08,0.94,Noun,
differentiation,10,10,5,Grades 7-8,12.76,6,15,12,0.08,0.94,Noun,double-letter|-tion
editorialize,10,7,5,Grades 7-8,12.94,6,12,11,0.08,0.84,Verb,
electroconvulsive,10,6,5,Grades 7-8,12.15,6,17,17,0.08,0.68,Adjective,
generational,10,8,5,Grades 7-8,12.68,5,12,10,0.08,1.0,Adjective,
misinterpretation,10,10,5,Grades 7-8,11.33,6,17,15,0.08,1.0,Noun,-tion
misrepresentation,10,9,5,Grades 7-8,12.72,6,17,16,0.08,1.0,Noun,-tion
oceanographer,10,10,5,Grades 7-8,12.74,5,13,10,0.08,1.0,Noun,
permissiveness,10,10,5,Grades 7-8,12.53,4,14,10,0.08,0.85,Noun,double-letter
preadolescent,10,9,5,Grades 7-8,12.44,5,13,12,0.08,0.89,Adjective,sc
reconsideration,10,10,5,Grades 7-8,12.0,6,15,13,0.08,1.0,Noun,-tion
reorientation,10,10,5,Grades 7-8,12.83,6,13,12,0.08,1.0,Noun,ie/ei|-tion
unpronounceable,10,10,5,Grades 7-8,11.89,5,15,13,0.08,1.0,Adjective,-able
approximation,10,10,5,Grades 7-8,12.56,5,13,12,0.06,1.0,Noun,double-letter|-tion
authoritarian,10,9,5,Grades 7-8,12.95,6,13,11,0.06,1.0,Adjective,
circumferential,10,9,5,Grades 7-8,12.5,6,15,13,0.06,0.63,Adjective,
counterintuitive,10,10,5,Grades 7-8,12.47,6,16,13,0.06,0.83,Adjective,
dematerialize,10,7,5,Grades 7-8,12.05,6,13,12,0.06,1.0,Verb,
imperceptible,10,9,5,Grades 7-8,12.53,5,13,12,0.06,0.83,Adjective,-ible
impracticable,10,8,5,Grades 7-8,12.39,5,13,13,0.06,0.9,Adjective,-able
industrialization,10,10,5,Grades 7-8,11.45,7,17,16,0.06,0.95,Noun,-tion
inexpressible,10,10,5,Grades 7-8,12.63,5,13,13,0.06,1.0,Adjective,double-letter|-ible
inquisitiveness,10,10,5,Grades 7-8,12.39,5,15,13,0.06,0.95,Noun,double-letter
insupportable,10,10,5,Grades 7-8,12.44,5,13,12,0.06,0.95,Adjective,double-letter|-able
irredeemable,10,10,5,Grades 7-8,12.89,5,12,10,0.06,0.95,Adjective,double-letter|-able
irretrievable,10,10,5,Grades 7-8,12.28,5,13,11,0.06,1.0,Adjective,double-letter|ie/ei|-able
isolationism,10,5,5,Grades 7-8,12.35,6,12,12,0.06,0.91,Noun,
mystification,10,9,5,Grades 7-8,12.89,5,13,12,0.06,0.9,Noun,-tion
overdramatize,10,9,5,Grades 7-8,12.12,5,13,11,0.06,0.94,Verb,
overenthusiastic,10,9,5,Grades 7-8,12.0,7,16,14,0.06,1.0,Adjective,
overproduction,10,10,5,Grades 7-8,12.47,5,14,12,0.06,1.0,Noun,-tion
pacification,10,8,5,Grades 7-8,12.52,5,12,11,0.06,0.95,Noun,-tion
subordination,10,9,5,Grades 7-8,12.75,5,13,12,0.06,0.89,Noun,-tion
survivability,10,8,5,Grades 7-8,11.7,6,13,12,0.06,0.95,Noun,
unconquerable,10,10,5,Grades 7-8,12.74,5,13,11,0.06,0.95,Adjective,-able
uncontaminated,10,5,5,Grades 7-8,11.83,6,14,14,0.06,1.0,Adjective,
undemocratic,10,5,5,Grades 7-8,12.76,5,12,12,0.06,0.94,Adjective,
unsentimental,10,5,5,Grades 7-8,12.33,5,13,13,0.06,1.0,Adjective,
untranslatable,10,8,5,Grades 7-8,11.65,5,14,14,0.06,0.94,Adjective,-able
vegetarianism,10,6,5,Grades 7-8,11.58,7,13,14,0.06,1.0,Noun,
agriculturalist,10,8,5,Grades 7-8,12.78,6,15,14,0.04,1.0,Noun,
ambassadorial,10,10,5,Grades 7-8,12.69,6,13,12,0.04,0.84,Adjective,double-letter
antifeminist,10,4,5,Grades 7-8,12.62,5,12,12,0.04,0.89,Noun,
australopithecine,10,10,5,Grades 7-8,12.83,6,17,14,0.04,0.32,Noun,
cohabitation,10,8,5,Grades 7-8,12.82,5,12,11,0.04,0.94,Noun,-tion
confectionery,10,7,5,Grades 7-8,12.74,5,13,12,0.04,0.95,Noun,
custodianship,10,7,5,Grades 7-8,12.39,5,13,12,0.04,0.86,Noun,
desegregation,10,9,5,Grades 7-8,12.29,5,13,12,0.04,0.85,Noun,-tion
dissociation,10,10,5,Grades 7-8,12.88,5,12,10,0.04,0.94,Noun,double-letter|-tion
evolutional,10,6,5,Grades 7-8,12.89,5,11,10,0.04,1.0,Adjective,
illegitimacy,10,9,5,Grades 7-8,12.94,6,12,11,0.04,1.0,Noun,double-letter
incredulity,10,4,5,Grades 7-8,12.94,5,11,11,0.04,0.94,Noun,
individualist,10,5,5,Grades 7-8,12.4,6,13,13,0.04,0.83,Noun,
individualistic,10,6,5,Grades 7-8,11.5,7,15,15,0.04,0.95,Adjective,
interconnecting,10,10,5,Grades 7-8,12.88,5,15,12,0.04,0.89,Adjective,double-letter
interscholastic,10,10,5,Grades 7-8,12.88,5,15,13,0.04,0.85,Adjective,sc
irreproachable,10,10,5,Grades 7-8,12.44,5,14,11,0.04,1.0,Adjective,double-letter|-able
misdiagnosis,10,8,5,Grades 7-8,12.56,5,12,12,0.04,1.0,Noun,gn
misidentification,10,10,5,Grades 7-8,11.63,7,17,16,0.04,1.0,Noun,-tion
mitochondria,10,7,5,Grades 7-8,12.65,5,12,11,0.04,0.94,Noun,
nationalization,10,10,5,Grades 7-8,11.78,6,15,13,0.04,1.0,Noun,-tion
nonoperational,10,9,5,Grades 7-8,12.0,6,14,12,0.04,0.94,Adjective,
nonprofessional,10,10,5,Grades 7-8,12.67,5,15,13,0.04,0.95,Adjective,double-letter
oversimplification,10,10,5,Grades 7-8,12.22,7,18,16,0.04,0.95,Noun,-tion
perceptiveness,10,10,5,Grades 7-8,12.72,4,14,11,0.04,0.95,Noun,double-letter
photosensitive,10,9,5,Grades 7-8,12.71,5,14,12,0.04,0.94,Adjective,
preindustrial,10,8,5,Grades 7-8,12.33,5,13,13,0.04,1.0,Adjective,ie/ei
prepositional,10,7,5,Grades 7-8,12.69,5,13,12,0.04,0.89,Adjective,
redefinition,10,8,5,Grades 7-8,12.39,5,12,11,0.04,0.95,Noun,-tion
reinvestigate,10,9,5,Grades 7-8,12.38,5,13,12,0.04,1.0,Verb,ie/ei
sedimentation,10,9,5,Grades 7-8,12.8,5,13,12,0.04,0.79,Noun,-tion
seismographic,10,10,5,Grades 7-8,12.71,4,13,11,0.04,0.7,Adjective,ie/ei
sensationalist,10,7,5,Grades 7-8,12.83,5,14,13,0.04,0.95,Noun,
standardization,10,10,5,Grades 7-8,12.89,5,15,13,0.04,1.0,Noun,-tion
suggestibility,10,8,5,Grades 7-8,12.95,6,14,14,0.04,1.0,Noun,double-letter
supersensitive,10,9,5,Grades 7-8,12.91,5,14,12,0.04,1.0,Adjective,
traditionalism,10,5,5,Grades 7-8,12.63,6,14,14,0.04,1.0,Noun,
transoceanic,10,5,5,Grades 7-8,12.79,5,12,12,0.04,0.78,Adjective,
unaccommodating,10,10,5,Grades 7-8,12.42,6,15,12,0.04,1.0,Adjective,double-letter
unalienable,10,10,5,Grades 7-8,12.71,6,11,11,0.04,0.89,Adjective,ie/ei|-able
unconsecrated,10,5,5,Grades 7-8,12.13,5,13,13,0.04,0.79,Adjective,
unsupportable,10,10,5,Grades 7-8,12.45,5,13,12,0.04,1.0,Adjective,double-letter|-able
variability,10,5,5,Grades 7-8,12.58,6,11,11,0.04,1.0,Noun,
abolitionism,10,5,5,Grades 7-8,11.78,6,12,12,0.02,0.95,Noun,
adjustability,10,7,5,Grades 7-8,12.05,6,13,12,0.02,1.0,Noun,
adventurousness,10,10,5,Grades 7-8,11.81,5,15,12,0.02,1.0,Noun,double-letter
anticommunist,10,8,5,Grades 7-8,12.89,5,13,13,0.02,0.95,Noun,double-letter
antimilitary,10,5,5,Grades 7-8,12.75,6,12,12,0.02,0.89,Adjective,
communicability,10,9,5,Grades 7-8,12.59,7,15,15,0.02,0.94,Noun,double-letter
comprehensiveness,10,10,5,Grades 7-8,12.83,5,17,15,0.02,1.0,Noun,double-letter
computational,10,5,5,Grades 7-8,12.29,5,13,13,0.02,0.89,Adjective,
conformational,10,9,5,Grades 7-8,12.88,5,14,12,0.02,0.81,Adjective,
conservatism,10,4,5,Grades 7-8,12.29,5,12,12,0.02,0.89,Noun,
contributable,10,8,5,Grades 7-8,12.47,5,13,14,0.02,0.89,Adjective,-able
counterpuncher,10,10,5,Grades 7-8,12.2,4,14,10,0.02,0.83,Noun,
deconsecrate,10,6,5,Grades 7-8,12.91,4,12,11,0.02,0.55,Verb,
delusionary,10,6,5,Grades 7-8,12.94,5,11,10,0.02,1.0,Adjective,
demineralization,10,9,5,Grades 7-8,12.11,7,16,15,0.02,0.86,Noun,-tion
depopulation,10,8,5,Grades 7-8,12.33,5,12,11,0.02,1.0,Noun,-tion
determinative,10,9,5,Grades 7-8,12.87,5,13,11,0.02,0.83,Adjective,
dilapidation,10,8,5,Grades 7-8,12.62,5,12,11,0.02,0.72,Noun,-tion
discolorations,10,10,5,Grades 7-8,11.11,5,14,12,0.02,1.0,Noun,sc
discontinuation,10,9,5,Grades 7-8,11.95,6,15,15,0.02,1.0,Noun,sc|-tion
discriminative,10,9,5,Grades 7-8,11.59,5,14,13,0.02,0.94,Adjective,sc
distinguishable,10,9,5,Grades 7-8,11.7,5,15,14,0.02,1.0,Adjective,-able
distributable,10,8,5,Grades 7-8,12.43,5,13,14,0.02,0.95,Adjective,-able
electrochemist,10,7,5,Grades 7-8,12.43,5,14,13,0.02,0.78,Noun,
electroplate,10,6,5,Grades 7-8,12.75,4,12,11,0.02,0.63,Noun,
familiarization,10,10,5,Grades 7-8,11.72,6,15,13,0.02,1.0,Noun,-tion
fatigability,10,5,5,Grades 7-8,12.93,6,12,12,0.02,0.68,Noun,
hospitableness,10,9,5,Grades 7-8,12.71,5,14,13,0.02,0.94,Noun,double-letter
humidification,10,8,5,Grades 7-8,12.41,6,14,14,0.02,0.89,Noun,-tion
illegibility,10,9,5,Grades 7-8,12.44,6,12,11,0.02,1.0,Noun,double-letter
immobilization,10,10,5,Grades 7-8,12.59,6,14,12,0.02,0.94,Noun,double-letter|-tion
imperativeness,10,10,5,Grades 7-8,12.67,5,14,12,0.02,0.79,Noun,double-letter
imperceptibility,10,8,5,Grades 7-8,12.93,7,16,15,0.02,0.74,Noun,
impracticality,10,5,5,Grades 7-8,12.89,6,14,14,0.02,1.0,Noun,
impressionistic,10,10,5,Grades 7-8,12.5,5,15,13,0.02,0.67,Adjective,double-letter
incommunicative,10,10,5,Grades 7-8,12.21,6,15,14,0.02,1.0,Adjective,double-letter
incompetency,10,5,5,Grades 7-8,12.11,5,12,12,0.02,1.0,Noun,
incompleteness,10,10,5,Grades 7-8,12.85,4,14,12,0.02,1.0,Noun,double-letter
inconceivability,10,10,5,Grades 7-8,12.94,7,16,15,0.02,0.95,Noun,ie/ei
inconvertible,10,9,5,Grades 7-8,12.32,5,13,12,0.02,0.9,Adjective,-ible
indiscrimination,10,10,5,Grades 7-8,12.76,6,16,15,0.02,0.94,Noun,sc|-tion
intellectuality,10,9,5,Grades 7-8,11.81,7,15,15,0.02,0.89,Noun,double-letter
interchangeability,10,10,5,Grades 7-8,12.5,7,18,15,0.02,1.0,Noun,
interconnection,10,10,5,Grades 7-8,12.58,5,15,12,0.02,1.0,Noun,double-letter|-tion
interdependent,10,7,5,Grades 7-8,12.84,5,14,13,0.02,0.95,Adjective,
interpretative,10,9,5,Grades 7-8,12.72,5,14,12,0.02,1.0,Adjective,
irrationality,10,10,5,Grades 7-8,12.05,6,13,11,0.02,1.0,Noun,double-letter
irrecoverable,10,10,5,Grades 7-8,11.95,6,13,11,0.02,0.95,Adjective,double-letter|-able
irremovable,10,10,5,Grades 7-8,12.78,5,11,10,0.02,0.95,Adjective,double-letter|-able
legalization,10,8,5,Grades 7-8,12.11,5,12,11,0.02,1.0,Noun,-tion
levelheadedness,10,10,5,Grades 7-8,11.95,5,15,13,0.02,1.0,Noun,double-letter
malleability,10,9,5,Grades 7-8,12.81,6,12,11,0.02,0.84,Noun,double-letter
mechanization,10,10,5,Grades 7-8,12.37,5,13,11,0.02,1.0,Noun,-tion
megalopolis,10,4,5,Grades 7-8,12.93,5,11,11,0.02,0.78,Noun,
microbiologist,10,5,5,Grades 7-8,12.68,6,14,14,0.02,1.0,Noun,
misapplication,10,10,5,Grades 7-8,12.24,5,14,12,0.02,0.94,Noun,double-letter|-tion
mistranslation,10,8,5,Grades 7-8,12.78,4,14,13,0.02,0.95,Noun,-tion
multidirectional,10,8,5,Grades 7-8,12.39,6,16,15,0.02,1.0,Adjective,
nonaggression,10,10,5,Grades 7-8,12.56,4,13,10,0.02,1.0,Noun,double-letter|-sion
noncombustible,10,8,5,Grades 7-8,12.17,5,14,14,0.02,1.0,Adjective,-ible
nonintervention,10,10,5,Grades 7-8,12.62,5,15,13,0.02,0.89,Noun,-tion
noninvolvement,10,6,5,Grades 7-8,12.38,4,14,13,0.02,0.89,Noun,
nonproductive,10,6,5,Grades 7-8,12.57,4,13,12,0.02,1.0,Adjective,
nonresidential,10,7,5,Grades 7-8,11.78,5,14,13,0.02,1.0,Adjective,
oppressiveness,10,10,5,Grades 7-8,12.83,4,14,10,0.02,1.0,Noun,double-letter
optimization,10,8,5,Grades 7-8,12.44,5,12,11,0.02,0.95,Noun,-tion
ordinariness,10,9,5,Grades 7-8,12.06,5,12,11,0.02,0.95,Noun,double-letter
overambitious,10,10,5,Grades 7-8,12.53,5,13,10,0.02,1.0,Adjective,-ious
overcompensation,10,10,5,Grades 7-8,12.83,6,16,14,0.02,1.0,Noun,-tion
overestimation,10,9,5,Grades 7-8,11.22,6,14,13,0.02,1.0,Noun,-tion
overstimulation,10,9,5,Grades 7-8,11.58,6,15,14,0.02,1.0,Noun,-tion
participatory,10,5,5,Grades 7-8,12.78,6,13,13,0.02,0.9,Adjective,
photosynthesize,10,10,5,Grades 7-8,11.44,5,15,12,0.02,1.0,Adjective,
preoperative,10,8,5,Grades 7-8,12.33,5,12,10,0.02,0.63,Adjective,
problematical,10,5,5,Grades 7-8,11.95,5,13,13,0.02,1.0,Adjective,
protectionist,10,6,5,Grades 7-8,12.57,4,13,12,0.02,0.78,Adjective,
randomization,10,9,5,Grades 7-8,12.94,5,13,12,0.02,0.95,Noun,-tion
recirculation,10,9,5,Grades 7-8,12.17,5,13,12,0.02,0.95,Noun,-tion
recombination,10,9,5,Grades 7-8,12.5,5,13,12,0.02,0.89,Noun,-tion
reexamination,10,10,5,Grades 7-8,12.56,6,13,13,0.02,1.0,Noun,double-letter|-tion
reflexivity,10,4,5,Grades 7-8,12.68,5,11,12,0.02,0.9,Noun,
reinterpretation,10,10,5,Grades 7-8,11.75,6,16,14,0.02,1.0,Noun,ie/ei|-tion
reiteration,10,10,5,Grades 7-8,12.64,5,11,9,0.02,0.78,Noun,ie/ei|-tion
rematerialize,10,8,5,Grades 7-8,12.82,6,13,12,0.02,0.89,Verb,
repopulation,10,7,5,Grades 7-8,12.11,5,12,12,0.02,0.95,Noun,-tion
ribonucleic,10,8,5,Grades 7-8,12.71,5,11,11,0.02,0.78,Adjective,ie/ei
sentimentalize,10,7,5,Grades 7-8,11.56,5,14,13,0.02,0.76,Verb,
simplification,10,9,5,Grades 7-8,12.11,5,14,13,0.02,1.0,Noun,-tion
southeasterly,10,10,5,Grades 7-8,12.63,4,13,9,0.02,1.0,Adjective,
spiritualistic,10,5,5,Grades 7-8,12.94,6,14,15,0.02,1.0,Adjective,
straightforwardness,10,10,5,Grades 7-8,11.39,4,19,14,0.02,1.0,Noun,double-letter|gh
summarization,10,10,5,Grades 7-8,11.67,5,13,11,0.02,1.0,Noun,double-letter|-tion
supersensory,10,8,5,Grades 7-8,12.94,5,12,10,0.02,0.9,Adjective,
territorialism,10,9,5,Grades 7-8,12.71,7,14,14,0.02,0.89,Noun,double-letter
theatricality,10,8,5,Grades 7-8,12.71,6,13,12,0.02,0.78,Noun,
uncelebrated,10,5,5,Grades 7-8,12.33,5,12,12,0.02,0.83,Adjective,
uncomplaining,10,8,5,Grades 7-8,12.83,4,13,11,0.02,0.9,Verb,
uncomplimentary,10,6,5,Grades 7-8,12.48,6,15,15,0.02,1.0,Adjective,
uncomprehending,10,7,5,Grades 7-8,12.61,5,15,14,0.02,1.0,Adjective,
unconstitutionality,10,9,5,Grades 7-8,12.05,8,19,18,0.02,1.0,Noun,
underclassman,10,10,5,Grades 7-8,12.67,4,13,11,0.02,0.95,Noun,double-letter
undernourishment,10,10,5,Grades 7-8,12.67,5,16,12,0.02,0.95,Noun,
underutilized,10,7,5,Grades 7-8,12.77,5,13,12,0.02,0.72,Adjective,
unenforceable,10,9,5,Grades 7-8,11.93,5,13,12,0.02,0.83,Adjective,-able
unenlightening,10,10,5,Grades 7-8,12.72,5,14,11,0.02,1.0,Adjective,gh
unfamiliarity,10,5,5,Grades 7-8,11.85,6,13,13,0.02,0.95,Noun,
ungrammatical,10,9,5,Grades 7-8,11.82,5,13,12,0.02,0.89,Adjective,double-letter
unmarketable,10,8,5,Grades 7-8,12.32,5,12,12,0.02,1.0,Adjective,-able
unoriginality,10,6,5,Grades 7-8,11.47,7,13,13,0.02,1.0,Noun,
unreasonableness,10,10,5,Grades 7-8,11.94,6,16,14,0.02,1.0,Noun,double-letter
unrighteousness,10,10,5,Grades 7-8,12.67,4,15,10,0.02,1.0,Noun,double-letter|gh
unselfconscious,10,10,5,Grades 7-8,12.0,4,15,12,0.02,0.95,Adjective,sc|-ious
unsuitability,10,5,5,Grades 7-8,11.94,6,13,13,0.02,0.89,Noun,
unventilated,10,5,5,Grades 7-8,12.11,5,12,12,0.02,0.95,Adjective,
detestation,10,8,5,Grades 7-8,12.82,4,11,10,0.0,0.62,#N/A,-tion
dismissiveness,10,10,5,Grades 7-8,12.13,4,14,11,0.0,1.0,#N/A,double-letter
immovability,10,9,5,Grades 7-8,12.72,6,12,11,0.0,0.9,#N/A,double-letter
incapability,10,5,5,Grades 7-8,12.39,6,12,12,0.0,0.9,#N/A,
incredibility,10,5,5,Grades 7-8,11.06,6,13,13,0.0,0.8,#N/A,
indestructibility,10,6,5,Grades 7-8,12.55,7,17,17,0.0,1.0,#N/A,
interposition,10,10,5,Grades 7-8,12.32,5,13,11,0.0,0.77,#N/A,-tion
misquotation,10,8,5,Grades 7-8,12.67,4,12,11,0.0,0.9,#N/A,-tion
navigability,10,5,5,Grades 7-8,11.88,6,12,12,0.0,0.89,#N/A,
needlewoman,10,9,5,Grades 7-8,12.86,4,11,10,0.0,0.37,#N/A,double-letter
noncooperation,10,10,5,Grades 7-8,11.5,6,14,12,0.0,1.0,#N/A,double-letter|-tion
nonresistance,10,9,5,Grades 7-8,12.89,4,13,12,0.0,0.9,#N/A,-ance
secretaryship,10,7,5,Grades 7-8,12.11,5,13,12,0.0,0.5,#N/A,
unharmonious,10,9,5,Grades 7-8,12.55,5,12,11,0.0,1.0,#N/A,-ious
visualizer,10,4,5,Grades 7-8,12.72,5,10,10,0.0,0.9,#N/A,
whimsicality,10,7,5,Grades 7-8,12.69,5,12,11,0.0,0.68,#N/A,
dean,2,2,6,High School,13.78,1,4,3,38.71,0.95,Name,
ling,2,2,6,High School,13.0,1,4,3,15.39,0.47,Noun,
ops,2,4,6,High School,13.85,1,3,3,4.2,0.72,Noun,silent-p
aft,2,1,6,High School,13.88,1,3,3,3.53,0.76,Adverb,
keg,2,1,6,High School,13.41,1,3,3,3.43,0.94,Noun,
tai,2,1,6,High School,13.78,1,3,2,2.96,0.47,Noun,
soy,2,1,6,High School,13.56,1,3,2,2.31,1.0,Adjective,
err,2,5,6,High School,13.06,1,3,2,1.51,0.89,Verb,double-letter
pap,2,1,6,High School,13.0,1,3,3,1.29,0.74,Noun,
nu,2,1,6,High School,14.0,1,2,2,1.02,0.17,Noun,
phi,2,1,6,High School,13.36,1,3,2,0.9,0.74,Noun,
gat,2,1,6,High School,13.3,1,3,3,0.61,0.45,Noun,
neb,2,1,6,High School,13.17,1,3,3,0.55,0.32,Noun,
yoga,3,1,6,High School,13.17,2,4,4,4.45,1.0,Noun,
gen,3,1,6,High School,13.18,3,3,6,4.04,0.55,Noun,
khan,3,2,6,High School,14.2,1,4,3,3.88,0.56,Noun,
beta,3,1,6,High School,13.94,2,4,4,3.43,0.94,Noun,
sync,3,1,6,High School,13.22,1,4,4,3.29,1.0,Noun,
bong,3,2,6,High School,14.16,1,4,3,2.78,0.95,Noun,
eta,3,1,6,High School,14.44,2,3,3,2.73,0.43,Noun,
curt,3,2,6,High School,13.41,1,4,3,2.67,0.85,Adjective,
dyke,3,2,6,High School,13.67,1,4,3,2.59,0.95,Noun,
mach,3,2,6,High School,13.08,1,4,3,1.86,0.72,Noun,
gout,3,2,6,High School,13.65,1,4,3,1.39,0.94,Noun,
para,3,1,6,High School,13.02,2,4,4,1.31,0.73,1.31,
spam,3,1,6,High School,13.58,1,4,4,1.16,1.0,Noun,
zee,3,5,6,High School,14.0,1,3,2,1.14,0.32,Noun,double-letter
flak,3,1,6,High School,13.56,1,4,4,1.06,0.89,Noun,
cite,3,2,6,High School,13.29,1,4,3,0.94,0.89,Verb,
tarn,3,1,6,High School,13.2,1,4,4,0.92,0.53,Noun,
lox,3,1,6,High School,13.79,1,3,4,0.9,0.78,Noun,
faux,3,1,6,High School,13.25,1,4,4,0.8,1.0,Noun,
